,STORE_KEY,STORE_NUMBER,STORE_NAME,STORE_TYPE_NAME,OPEN_DATE,CLOSE_DATE,CITY_NAME,STATE_CODE,STATE_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,STORE_STATUS,REGION_ID,REGION_NAME,PRIOR_STORE_NUMBER,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,GLOBAL_REGION_STORE_TYPE_NAME,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE
1384,287,1979,CA1979,Franchise,2021-07-12,1999-12-31,WHITTIER,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2021-07-12,Operational,DomesticFranchise,LOS ANGELES,2021-07-12,2021-07-12,2021-07-12,Original,2022-07-20
1385,252,1944,CA1944,Franchise,2021-08-04,1999-12-31,ALHAMBRA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2021-08-04,Operational,DomesticFranchise,LOS ANGELES,2021-08-04,,2021-08-04,Original,2021-08-04
1386,568,2261,CA2261,Franchise,2022-12-21,1999-12-31,ROHNERT PARK,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2022-12-21,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2022-12-21,,2022-12-21,Original,2022-12-21
1387,1950,1169,CA1169,Franchise,2016-07-07,1999-12-31,EL MONTE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2016-07-07,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2016-07-07
1388,1171,349,CA349,Franchise,2007-08-29,1999-12-31,BALDWIN PARK,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2007-08-29,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1389,2013,1232,CA1232,Franchise,2016-12-28,1999-12-31,RANCHO CUCAMONGA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2016-12-28,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1390,2045,1264,CA1264,Franchise,2017-03-11,1999-12-31,WEST COVINA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2017-03-11,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1391,1287,465,CA465,Franchise,2009-04-22,1999-12-31,LA PUENTE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2009-04-22,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1392,2143,1363,CA1363,Franchise,2017-11-29,1999-12-31,WALNUT,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2017-11-29,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2017-11-29
1393,1350,528,CA528,Franchise,2010-07-28,1999-12-31,CITY OF INDUSTRY,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2010-07-28,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1394,2195,1416,CA1416,Franchise,2018-05-24,1999-12-31,RANCHO CUCAMONGA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2018-05-24,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1395,1790,1009,CA1009,Franchise,2015-08-19,1999-12-31,EAST PALO ALTO,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2015-08-19,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1396,1839,1058,CA1058,Franchise,2016-02-01,1999-12-31,REDWOOD CITY,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2016-02-01,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1397,1904,1123,CA1123,Franchise,2016-03-29,1999-12-31,MORGAN HILL,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2016-03-29,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2016-03-29
1398,1372,550,CA550,Franchise,2011-11-02,1999-12-31,SOUTH SAN FRANCISCO,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2011-11-02,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2015-12-06,2020-09-27,Original,2011-11-02
1399,1919,1138,CA1138,Franchise,2016-07-02,1999-12-31,HOLLISTER,CA,California,Pacific,828.0,MONTEREY-SALINAS,Active,4.0,West,0.0,2016-07-02,Operational,DomesticFranchise,MONTEREY-SALINAS,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1400,186,1877,CA1877,Franchise,2021-02-22,1999-12-31,COLMA,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2021-02-22,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2021-02-22,2021-02-22,2021-02-22,Original,2021-02-22
1401,249,1941,CA1941,Franchise,2021-06-25,1999-12-31,PACIFICA,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2021-06-25,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2021-06-25,2021-06-25,2021-06-25,Original,2022-07-20
1402,1658,836,CA836,Franchise,2015-03-02,1999-12-31,CERES,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2015-03-02,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1403,1659,837,CA837,Franchise,2015-07-23,1999-12-31,HANFORD,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2015-07-23,Operational,DomesticFranchise,FRESNO-VISALIA,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1404,1666,844,CA844,Franchise,2015-05-21,1999-12-31,PORTERVILLE,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2015-05-21,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1405,1709,887,CA887,Franchise,2015-06-05,1999-12-31,LODI,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2015-06-05,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1406,1809,1028,CA1028,Franchise,2015-11-29,1999-12-31,STOCKTON,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2015-11-29,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1407,1858,1077,CA1077,Franchise,2017-01-11,1999-12-31,BAKERSFIELD,CA,California,Pacific,800.0,BAKERSFIELD,Active,4.0,West,0.0,2017-01-11,Operational,DomesticFranchise,BAKERSFIELD,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1408,1870,1089,CA1089,Franchise,2016-08-08,1999-12-31,SANGER,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2016-08-08,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1409,1873,1092,CA1092,Franchise,2016-04-11,1999-12-31,WOODLAND,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2016-04-11,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-09-18,2019-09-18,2020-09-27,Original,2022-07-20
1410,1883,1102,CA1102,Franchise,2016-06-06,1999-12-31,ANTELOPE,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2016-06-06,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1411,1086,263,CA263,Franchise,2006-05-25,1999-12-31,HAYWARD,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2006-05-25,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-28,2019-03-28,2020-09-27,Original,2006-05-25
1412,1896,1115,CA1115,Franchise,2016-07-04,1999-12-31,LOS BANOS,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2016-07-04,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2016-07-04
1413,119,1810,CA1810,Franchise,2020-11-04,1999-12-31,SACRAMENTO,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2020-11-04,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2020-11-04,2020-11-04,2020-11-04,Original,2022-07-20
1414,63,1754,CA1754,Franchise,2020-07-06,1999-12-31,STOCKTON,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2020-07-06,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2020-07-06,2020-07-06,2020-08-23,Original,2022-07-20
1415,218,1910,AK1910,Franchise,2021-05-14,1999-12-31,ANCHORAGE,AK,Alaska,AKST|America/Anchorage|UTC-8,743.0,ANCHORAGE,Active,4.0,West,0.0,2021-05-14,Operational,DomesticFranchise,ANCHORAGE,2021-05-14,2021-05-14,2021-05-14,Original,2022-07-20
1416,1036,213,CA213,Franchise,2005-02-05,1999-12-31,STOCKTON,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2005-02-05,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-28,2019-03-28,2020-09-27,Original,2005-02-05
1417,221,1913,CA1913,Franchise,2021-06-24,1999-12-31,PALMDALE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2021-06-24,Operational,DomesticFranchise,LOS ANGELES,2021-06-24,2021-06-24,2021-06-24,Original,2022-07-20
1418,1099,276,CA276,Franchise,2006-08-23,1999-12-31,NORCO,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-08-23,Operational,DomesticFranchise,LOS ANGELES,2018-10-31,2018-10-31,2020-09-27,Original,2022-07-20
1419,1118,296,CA296,Franchise,2006-04-24,1999-12-31,LAWNDALE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-04-24,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2016-01-03,2020-09-27,Original,2022-07-20
1420,1423,601,CA601,Franchise,2011-12-14,1999-12-31,CHINO HILLS,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2011-12-14,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2015-11-01,2020-09-27,Original,2022-07-20
1421,2096,1315,CA1315,Franchise,2017-07-03,1999-12-31,RIVERSIDE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2017-07-03,Operational,DomesticFranchise,LOS ANGELES,2018-10-31,2018-10-31,2020-09-27,Original,2017-07-03
1422,283,1975,CA1975,Franchise,2021-12-21,1999-12-31,PALMDALE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2021-12-21,Operational,DomesticFranchise,LOS ANGELES,2021-12-21,2021-12-21,2021-12-21,Original,2022-07-20
1423,1117,295,CA295,Franchise,2006-04-26,1999-12-31,MONROVIA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-04-26,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1424,1137,315,CA315,Franchise,2006-08-09,1999-12-31,SANTA CLARITA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-08-09,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2006-08-09
1425,1967,1186,CA1186,Franchise,2016-12-14,1999-12-31,VENTURA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2016-12-14,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1426,1191,369,CA369,Franchise,2008-01-31,1999-12-31,PALMDALE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2008-01-31,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1427,1208,386,CA386,Franchise,2008-03-23,1999-12-31,GLENDORA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2008-03-23,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1428,1257,435,CA435,Franchise,2008-10-03,1999-12-31,SANTA CLARITA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2008-10-03,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2008-10-03
1429,1265,443,CA443,Franchise,2008-12-05,1999-12-31,LOS ANGELES,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2008-12-05,Operational,DomesticFranchise,LOS ANGELES,2018-11-07,2018-11-07,2020-09-27,Original,2022-07-20
1430,2112,1331,CA1331,Franchise,2018-09-18,1999-12-31,OXNARD,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2018-09-18,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1431,1316,494,CA494,Franchise,2010-08-18,1999-12-31,LOS ANGELES,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2010-08-18,Operational,DomesticFranchise,LOS ANGELES,2018-11-07,2018-11-07,2020-09-27,Original,2022-07-20
1432,2137,1357,CA1357,Franchise,2017-12-04,1999-12-31,LANCASTER,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2017-12-04,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2017-12-04
1433,1190,368,CA368,Franchise,2007-12-22,1999-12-31,LA VERNE,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2007-12-22,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1434,1132,310,CA310,Franchise,2006-10-11,1999-12-31,FULLERTON,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-10-11,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
1435,192,1883,CA1883,Franchise,2021-09-03,1999-12-31,FRESNO,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2021-09-03,Operational,DomesticFranchise,FRESNO-VISALIA,2021-09-03,,2021-09-03,Original,2022-07-20
1436,1382,560,CA560,Franchise,2011-07-08,1999-12-31,ELK GROVE,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2011-07-08,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2021-06-07,Original,2022-07-20
1437,1212,390,CA390,Franchise,2008-11-12,1999-12-31,RANCHO CORDOVA,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2008-11-12,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-28,2019-03-28,2020-09-27,Original,2008-11-12
1438,261,1953,CA1953,Franchise,2021-07-22,1999-12-31,SELMA,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2021-07-22,Operational,DomesticFranchise,FRESNO-VISALIA,2021-07-22,2021-07-22,2021-07-22,Original,2022-07-20
1439,524,2217,CA2217,Franchise,2022-12-28,1999-12-31,SAN JOSE,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2022-12-28,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2022-12-28,2022-12-28,2022-12-28,Original,2022-12-28
1440,446,2139,CA2139,Franchise,2022-09-19,1999-12-31,STOCKTON,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2022-09-19,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2022-09-19,2022-09-19,2022-09-19,Original,2022-09-20
1441,1098,275,CA275,Franchise,2006-03-22,1999-12-31,MERCED,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2006-03-22,Operational,DomesticFranchise,FRESNO-VISALIA,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1442,1101,278,CA278,Franchise,2006-02-01,1999-12-31,ELK GROVE,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2006-02-01,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-13,2019-03-13,2020-08-23,Original,2022-07-20
1443,1146,324,CA324,Franchise,2007-11-26,1999-12-31,VALLEJO,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2007-11-26,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1444,1147,325,CA325,Franchise,2007-04-04,1999-12-31,PINOLE,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2007-04-04,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2022-07-20
1445,1150,328,NV328,Franchise,2007-01-13,1999-12-31,RENO,NV,Nevada,Pacific,811.0,RENO,Active,4.0,West,0.0,2007-01-13,Operational,DomesticFranchise,RENO,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1446,2006,1225,AK1225,Franchise,2017-03-05,1999-12-31,ANCHORAGE,AK,Alaska,AKST|America/Anchorage|UTC-8,743.0,ANCHORAGE,Active,4.0,West,0.0,2017-03-05,Operational,DomesticFranchise,ANCHORAGE,2019-09-18,2019-09-18,2020-09-27,Original,2022-07-20
1447,1197,375,NV375,Franchise,2007-12-26,1999-12-31,RENO,NV,Nevada,Pacific,811.0,RENO,Active,4.0,West,0.0,2007-12-26,Operational,DomesticFranchise,RENO,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1448,2037,1256,CA1256,Franchise,2017-07-10,1999-12-31,FRESNO,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2017-07-10,Operational,DomesticFranchise,FRESNO-VISALIA,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1449,2042,1261,CA1261,Franchise,2017-04-27,1999-12-31,WINDSOR,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2017-04-27,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-05-23,2019-05-23,2020-09-27,Original,2022-07-20
1450,2046,1265,CA1265,Franchise,2017-11-30,1999-12-31,TULARE,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2017-11-30,Operational,DomesticFranchise,FRESNO-VISALIA,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1451,1253,431,CA431,Franchise,2008-10-15,1999-12-31,SAN JOSE,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2008-10-15,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2018-08-30,2020-08-23,Original,2022-07-20
1452,2066,1285,CA1285,Franchise,2017-06-25,1999-12-31,ROSEVILLE,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,0.0,2017-06-25,Operational,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,2019-03-28,2019-03-28,2020-09-27,Original,2022-07-20
1453,2119,1338,CA1338,Franchise,2018-04-26,1999-12-31,FRESNO,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2018-04-26,Operational,DomesticFranchise,FRESNO-VISALIA,2019-11-13,2019-11-13,2020-09-27,Original,2022-07-20
1454,1332,510,CA510,Franchise,2009-11-18,1999-12-31,FRESNO,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2009-11-18,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1455,1338,516,CA516,Franchise,2010-08-04,1999-12-31,FRESNO,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2010-08-04,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1456,2159,1380,CA1380,Franchise,2018-03-15,1999-12-31,DINUBA,CA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,0.0,2018-03-15,Operational,DomesticFranchise,FRESNO-VISALIA,2019-12-11,2019-12-11,2020-09-27,Original,2022-07-20
1457,1365,543,CA543,Franchise,2010-11-10,1999-12-31,SANTA ROSA,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2010-11-10,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2019-03-13,2019-03-13,2020-09-27,Original,2010-11-10
1458,451,2144,CT2144,Franchise,2023-04-17,1999-12-31,NEW HAVEN,CT,Connecticut,Eastern,533.0,HARTFORD & NEW HAVEN,Active,3.0,North,0.0,2023-04-17,Operational,DomesticFranchise,HARTFORD & NEW HAVEN,2023-04-17,2023-04-17,2023-04-17,Original,2023-04-17
1459,518,2211,CA2211,Franchise,2023-04-21,1999-12-31,BENICIA,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,0.0,2023-04-21,Operational,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,2023-04-21,,2023-04-21,Original,2023-04-21
1460,582,2275,FL2275,Franchise,2023-04-18,1999-12-31,JACKSONVILLE,FL,Florida,Eastern,561.0,JACKSONVILLE,Active,2.0,Southeast,0.0,2023-04-18,Operational,DomesticFranchise,JACKSONVILLE,2023-04-18,,2023-04-18,Original,2023-04-18
1461,419,2112,TX2112,Franchise,2022-04-21,1999-12-31,UVALDE,TX,Texas,Central,641.0,SAN ANTONIO,Active,1.0,Southwest,0.0,2022-04-21,Operational,DomesticFranchise,SAN ANTONIO,2022-08-04,2022-07-26,2022-04-21,Original,2022-04-21
1462,297,1989,TX1989,Franchise,2022-04-20,1999-12-31,SAN MARCOS,TX,Texas,Central,635.0,AUSTIN,Active,1.0,Southwest,0.0,2022-04-20,Operational,DomesticFranchise,AUSTIN,2022-04-20,2022-04-20,2022-04-20,Original,2022-07-20
1463,399,2092,NE2092,Franchise,2022-04-19,1999-12-31,GRAND ISLAND,NE,Nebraska,Eastern,722.0,LINCOLN & HASTINGS-KRNY,Active,1.0,Southwest,0.0,2022-04-19,Operational,DomesticFranchise,LINCOLN & HASTINGS-KRNY,2022-04-20,2022-04-20,2022-04-19,Original,2022-07-20
1464,444,2137,IL2137,Franchise,2022-04-21,1999-12-31,MONTGOMERY,IL,Illinois,Central,602.0,CHICAGO,Active,3.0,North,0.0,2022-04-21,Operational,DomesticFranchise,CHICAGO,2022-04-21,2022-04-21,2022-04-21,Original,2022-07-06
1466,2000,1219,TX1219,Franchise,2017-03-20,1999-12-31,AUSTIN,TX,Texas,Central,635.0,AUSTIN,Active,1.0,Southwest,0.0,2017-03-20,Operational,DomesticFranchise,AUSTIN,2017-11-27,2017-11-27,2020-09-27,Original,2022-07-20
1467,1200,378,TX378,Franchise,2007-12-12,1999-12-31,GEORGETOWN,TX,Texas,Central,635.0,AUSTIN,Active,1.0,Southwest,0.0,2007-12-12,Operational,DomesticFranchise,AUSTIN,2017-11-27,2017-11-27,2020-09-27,Original,2022-07-20
1468,1284,462,TX462,Franchise,2008-11-08,1999-12-31,ROUND ROCK,TX,Texas,Central,635.0,AUSTIN,Active,1.0,Southwest,0.0,2008-11-08,Operational,DomesticFranchise,AUSTIN,2017-11-27,2017-11-27,2020-09-27,Original,2022-07-20
1469,310876,2533,OR2533,Franchise,2024-04-24,1999-12-31,EUGENE,OR,Oregon,Unknown,801.0,EUGENE,Active,4.0,West,0.0,2024-04-24,Operational,DomesticFranchise,EUGENE,2024-04-26,,2024-04-24,Original,2024-04-24
1470,1750,966,NV966,Corporate,2013-01-26,1999-12-31,LAS VEGAS,NV,Nevada,Pacific,839.0,LAS VEGAS,Active,4.0,West,0.0,2013-01-26,Operational,DomesticCorporate,LAS VEGAS,2017-10-26,2017-10-26,2020-08-09,Original,2022-07-06
1472,300,1993,PA1993,Franchise,2022-05-02,1999-12-31,CONSHOHOCKEN,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2022-05-02,Operational,DomesticFranchise,PHILADELPHIA,2022-05-02,2022-05-02,2022-05-02,Original,2022-07-06
1473,426,2119,TX2119,Franchise,2022-05-02,1999-12-31,GAINESVILLE,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2022-05-02,Operational,DomesticFranchise,DALLAS-FT. WORTH,2022-05-12,2022-05-04,2022-05-02,Original,2022-07-20
1474,441,2134,CA2134,Franchise,2022-05-02,1999-12-31,CHINO,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2022-05-02,Operational,DomesticFranchise,LOS ANGELES,2022-05-02,2022-05-02,2022-05-02,Original,2022-07-20
1475,284,1976,CA1976,Franchise,2022-05-01,1999-12-31,SANTA CLARITA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2022-05-01,Operational,DomesticFranchise,LOS ANGELES,2022-05-01,2022-05-01,2022-05-01,Original,2022-07-20
1476,1982,1201,FL1201,Franchise,2017-03-27,1999-12-31,FORT PIERCE,FL,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,0.0,2017-03-27,Operational,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,2019-08-28,2019-08-28,2020-09-27,Original,2017-03-27
1477,2093,1312,FL1312,Franchise,2018-01-12,1999-12-31,PORT ST. LUCIE,FL,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,0.0,2018-01-12,Operational,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,2019-08-28,2019-08-28,2020-09-27,Original,2018-01-12
1478,2245,1466,FL1466,Franchise,2018-11-20,1999-12-31,GREENACRES,FL,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,0.0,2018-11-20,Operational,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,2019-08-28,2019-08-28,2020-09-27,Original,2018-11-20
